product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,img_link,product_link
B0883LQJ6B,Usha Goliath GO1200WG Heavy Weight 1200-Watt Dry Iron 1.8 Kg(Red),Home&Kitchen|Kitchen&HomeAppliances|VacuumCleaning&Ironing|IronsSteamers&Accessories|Irons|DryIrons,1199,1690,29%,4.2,4580,Heavy 1.8 kg for effective ironing|power 1200 W for faster heating|Dual Coating Weilberger Gold soleplate for durability|1.8 m long cord length for better reach. Spray : No|360 deg swivel cord Fully covered convenient plastic body|Overheat safety protection|Indicator light for readiness,https://m.media-amazon.com/images/I/31XPVmD8gUL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Goliath-GO1200WG-Weight-1200-Watt-Maroon/dp/B0883LQJ6B/ref=sr_1_236?qid=1672923603&s=kitchen&sr=1-236
B099Z83VRC,Wipro Vesta Electric Egg Boiler 360 Watts 3 Boiling Modes Stainless Steel Body and Heating Plate Boils up to 7 Eggs at a time Automatic Shut Down White Standard (VB021070),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1052,1790,41%,4.3,1404,Wipro Vesta Electric Egg Boiler Machine boils 7 eggs at a time with easy and quick one-touch operation for a healthy and convenient breakfast in minutes|Wipro Vesta Egg Boiler comes with a stainless -steel heating plate which evenly distributes heat to help you get perfectly boiled eggs within minutes|Boiling eggs in different modes is not easy as it soundsThis is the reason why Wipro Vesta Egg Boiler can easily boil eggs in three different modes- soft hard and medium|Use the provided measuring cup to add water according to your preference and number of eggs you want|To avoid accidents or over boiling Wipro Vesta Egg Boiler comes with a special feature which automatically shuts off after boiling eggs for the convenience of the users,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31qZm3DyDhL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wipro-Electric-Stainless-Automatic-VB021070/dp/B099Z83VRC/ref=sr_1_237?qid=1672923603&s=kitchen&sr=1-237
B00S9BSJC8,Philips Viva Collection HR1832/00 1.5-Litre400-Watt Juicer (Ink Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers,6499,8995,28%,4.3,2810,This product does not require installation. please contact brand customer care for any product related queires. Please contact_us on: [1800-102-2929]|Material housing: ABS Plastic and Material jug: PP Plastic|Material pulp container and pusher: ABS SAN|Drip stop compact design QuickClean technology smooth and easy to clean Frequency: 50/60 Hz|Direct serve QuickClean sieve and can see-through pulp container|Make up to 1.5 litre in one go|Integrated pulp container,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31-jt474B1L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Philips-Viva-Collection-HR1832-1-5-Litre400-Watt/dp/B00S9BSJC8/ref=sr_1_238?qid=1672923603&s=kitchen&sr=1-238
B0B4SJKRDF,Kitchenwell Multipurpose Portable Electronic Digital Weighing Scale Weight Machine | Weight Machine | 10 Kg,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales|DigitalScales,239,239,0%,4.3,7,Package : 1 Weighing Scale|Easy To Use|Durable to use .|Convenient weighing unit switch data lock . Over load indication auto power off after 120 seconds without any operation. Easy to Use.|LCD back light easy to read value at day and night,https://m.media-amazon.com/images/I/319gn5l2NSL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Kitchenwell-Multipurpose-Portable-Electronic-Scale/dp/B0B4SJKRDF/ref=sr_1_239?qid=1672923603&s=kitchen&sr=1-239
B0BM4KTNL1,FIGMENT Handheld Milk Frother Rechargeable 3-Speed Electric Frother for Coffee with 2 Whisks and Coffee Decoration Tool Coffee Frother Mixer CRESCENT ENTERPRISES VRW0.50BK (A1),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,699,1599,56%,4.7,1729,【Rechargeable Multi-Function Milk Frother】The Milk Frother comes with two Whisk-Heads attached to the handle - the Spring Whisk-Head is for making milk&coffee foam the Balloon Whisk-Head is for beating eggs|【High Quality】The product is made of food-grade 304 stainless steel and ABS; The rechargeable built-in Lithium Battery is powerful and can help you make things faster and more efficient - You can make a full cup of milk foam in about 15 seconds|【Detachable Design】The two whisk-heads are detachable so it is easy for you to change clean and store|【One-Touch Operation and Three-Staged Speed】It is very easy for you to operate our Milk Frother: Just push the switch button once for stage 1 - low speed twice for stage 2 - medium speed and three times for stage 3 - high speed; If you push the switch button for 2 seconds the power will be turned off,https://m.media-amazon.com/images/I/51oN+8Zs5YL._SY300_SX300_.jpg,https://www.amazon.in/FIGMENT-Rechargeable-Decoration-ENTERPRISES-A1/dp/B0BM4KTNL1/ref=sr_1_240?qid=1672923603&s=kitchen&sr=1-240
B08S6RKT4L,Balzano High Speed Nutri Blender/Mixer/Smoothie Maker - 500 Watt - Silver 2 Jar,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances,2599,4290,39%,4.4,2116,Engineered & Designed in Italy and Made in India: Authentic and superior juicer mixer grinder developed with Indian expertise by Balzano a leader in commercial and consumer mixing grinding and blending. The Balzano Nutri Blender 500W is designed in Italy and made in India.|Superior mixing and grinding: Expertly designed system lets you effortlessly mix and grind the toughest ingredients in Indian cooking both wet and dry from turmeric and coconut to idli batter smoothies and much more.|Commercial-grade components: Powerful 500 watt rated motor with overload protection for continuous operation BPA free Tritan Jars with Tritan material Imported from USA|Single Knob Operation: Get the perfect control of your Balzano Nutri Blender 500W with just one single knob. Easy twist operation allows you to pulse and blend or grind.|Double safety interlock system: Jar and lid must be securely in place before blade or coupler will spin for a Convenient hands-free grinding|Stainless Steel Blades – Specially designed blending blade and grinding blade makes it easy to get the finest results is very less time.|Leak-proof BPA Free Tritan Jars: Will not leak crack or dent thanks to robust double ball bearing cutter assemblies premium stainless steel and shatterproof tritan lids and locking tabs,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41+pYgFJpBL._SY300_SX300_.jpg,https://www.amazon.in/Balzano-Speed-Nutri-Blender-Smoothie/dp/B08S6RKT4L/ref=sr_1_241?qid=1672923603&s=kitchen&sr=1-241
B09SZ5TWHW,Swiss Military VC03 Wireless Car Vacuum Cleaner | Wireless Vacuum Cleaner for Home Car Living Room | Wireless Vacuum Cleaner Dust Collection/Lighting Car Pet Hair Vacuum with Powerful Motor,Home&Kitchen|Kitchen&HomeAppliances|VacuumCleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums,1547,2890,46%,3.9,463,Small and portable Dry wet amphibious and Strong suction|3 attachments can meet different needs Can run for a long time and does not get heated|It can easily clean dust debris dog hair cat hair and liquids|Equipped with a washable filter which has a longer life|Strong suction 120W high power motor with high efficiency dust vacuum,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/418x3St8EAL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Swiss-Military-VC03-Wireless-Collection/dp/B09SZ5TWHW/ref=sr_1_242?qid=1672923603&s=kitchen&sr=1-242
B0BLC2BYPX,Zuvexa USB Rechargeable Electric Foam Maker - Handheld Milk Wand Mixer Frother for Hot Milk Hand Blender Coffee Egg Beater (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,499,1299,62%,4.7,54,The food taste stainless steel whisking head is removable and simple to clean. The frother wand has an easy and pleasant grip and is constructed of food-grade ABS. The internal strong low-noise motor increases rotation speed without upsetting your family giving you a peaceful morning.|There are 2 interchangeable Multipurpose Whisks available. To create the ideal milk foam for your morning and afternoon coffee Use the spring whisking head. Additionally the balloon whisking head aids in beating eggs and light whipped cream.|The Built-in 1200mAh Rechargeable lithium battery powers the portable Milk frother Eliminating the need for additional Batteries and saving you Money. Additionally a simple Android USB cable that takes 6 hours to completely charge is included.|To Activate the Blue light on the coffee frother Press the on/off Switch. As you keep Pressing the on/off button The speed will alternate between low Medium and High. To get the best frother effect You may pick from a variety of speeds. Due to the strong motor of the frother Please put it in a tall bottle or deeper container to prevent coffee or milk splashes.|Advanced mixing pulse technology Which is less noisy and more robust is used in this milk foam maker. Stylishly designed in black to blend with any kitchen and appear sophisticated. To turn on or off simply push the button. Foam may be made for coffee all types of Milks Cream Cappuccinos Matcha lattes and hot chocolate with Ease.,https://m.media-amazon.com/images/I/41714O1hnmS._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Zuvexa-Rechargeable-Electric-Foam-Maker/dp/B0BLC2BYPX/ref=sr_1_243?qid=1672923603&s=kitchen&sr=1-243
B00P0R95EA,Usha IH2415 1500-Watt Immersion Heater (Silver),Home&Kitchen|HeatingCooling&AirQuality|WaterHeaters&Geysers|ImmersionRods,510,640,20%,4.1,7229,Immersion Water heater; Wattage: 1500 Watts; ISI Certified ; Heating Substances: Beverages Water ; Power Requirement: 230 - 250 V 50 - 60 hz ; Thermostat: Yes. 15 minutes of uninterrupted heating and you are set for a warm bath|Power Socket : 3 Pin plug  Inner Heating Element: Copper; Outer Body Material: Bakelite|Product Dimensions: 30.5 Cms X 9 Cms X 9 Cms|Warranty: 2 years on product.Country of Origin: India|Included in the box: 1 immersion Water heater|Copper tube element with long lasting nickel plating for longer element life|Specially designed heating element for quick heating,https://m.media-amazon.com/images/I/41a-huLVEIL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Usha-IH2415-1500-Watt-Immersion-Heater/dp/B00P0R95EA/ref=sr_1_244?qid=1672923603&s=kitchen&sr=1-244
B07W4HTS8Q,ACTIVA Instant 3 LTR 3 KVA SPECIAL Anti Rust Coated Tank Geyser with Full ABS Body with 5 Year Warranty Premium (White),Home&Kitchen|HeatingCooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters,1899,3790,50%,3.8,3842,Manufactured under the guidance of highly qualified engineers to ensure the life of product Note: Self installation and product will be repaired in our service center.|High quality thermostat to prevent from over heating.|BIS approved ISI specification on element to ensure the long lasting life.|Extra heavy duty element for extra heating and durability 1+5 year warranty on this geyser (1 year complete and 5 year warranty on tank)|Special anti rust coating on tank and geyser to save it from rust or corrosion. (for long lasting life),https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31RwSnyZZ+L._SY300_SX300_.jpg,https://www.amazon.in/ACTIVA-Instant-SPCEIAL-Warranty-Premium/dp/B07W4HTS8Q/ref=sr_1_245?qid=1672923603&s=kitchen&sr=1-245
B078JBK4GX,Havells Instanio 1-Litre 3KW Instant Water Heater (Geyser) White Blue,Home&Kitchen|HeatingCooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters,2599,4560,43%,4.4,646,Type: Instant ; Capacity: 1 Litre; Wattage: 3000 Watts; Pressure: 6.5 Bars ;4 Level Safety : Thermostat Automatic Thermal Cut-Out Pressure Release Valve and Heating Indicator|LED : Temperature Sensing Color changing LED Indicator for real-time hotness of the water|Outer Body: Rust and shock proof Plastic outer body for long life|Heating Element : Copper heating element offers superior heating performance with its excellent resistance to both oxidation and carbonization at high temperature setting and resists corrosion against extreme and hard water conditions|Inner Tank : Extra thick Stainless Steel Inner tank of superior 304 Level grade​|Warranty: 5 years on inner container 2 years on Heating Element 2 years comprehensive warranty|Product Dimensions: 20.5 cms x 29.4 cms x 18.5 cms,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31991seDfcL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Havells-Instanio-1-Litre-Instant-Geyser/dp/B078JBK4GX/ref=sr_1_244?qid=1672923605&s=kitchen&sr=1-244
B08S7V8YTN,Lifelong 2-in1 Egg Boiler and Poacher 500-Watt (Transparent and Silver Grey) Boil 8 eggs Poach 4 eggs Easy to clean| 3 Boiling Modes Stainless Steel Body and Heating Plate Automatic Turn-Off,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1199,3500,66%,4.3,1802,It comes with stainless steel body and flat heating plate which helps in boiling up to 8 eggs at a time within minutes.|3 variety of eggs soft/middle/hard|Boils 8 eggs at one time|4 Food Grade PP material Poach egg cups/tray || Automatic off feature|Egg ready indicator and water dry cut off|Steaming rack for easy cleaning|3 water levels,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41LLX-A7eTL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Lifelong-Boiler-Poacher-500-Watt-Transparent/dp/B08S7V8YTN/ref=sr_1_245?qid=1672923605&s=kitchen&sr=1-245
B07H5PBN54,INDIAS®™ Electro-Instant Water Geyser A.B.S. Body Shock Proof Can be Used in Bathroom Kitchen wash Area Hotels Hospital etc.,Home&Kitchen|HeatingCooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters,999,2600,62%,3.4,252,Just put it in the water tap and enjoy continuous flow of hot water. Get running hot water within 4 seconds of operation with it's 3 KV ISI marked heating element. Fills 20 Ltr of bucket within 5-10 minutes|This is portable eazy to install fit and compact. Can be used in bathroom kitchen wash area hotels hospital do-it-yourself instruction booklet it can be installed without addition plumbing and fitting|Specifications · Body - Poly polypropylene(Shock proof) · Heating element - Tubler type(3 KVs) ISI marked · Thermostat - Copper ISI marked · Cable - White 1 Meter ISI marked · Pin-top - 16Amp ISI marked · PVC pipe and nipple|Can be used in bathroom kitchen wash area hotels hospital,https://m.media-amazon.com/images/I/41OXzplcjtL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Indias-Instant-Bathroom-Kitchen-Hospital/dp/B07H5PBN54/ref=sr_1_246?qid=1672923605&s=kitchen&sr=1-246
B07YCBSCYB,AmazonBasics Induction Cooktop 1600 Watt (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,1999,3300,39%,4.2,780,"Easy to Use 1600 Watt Induction Cooktop with Micro Crystal Glass Induction surface;|Not suitable for cookware with curved uneven or rounded bottoms or made from ceramics glass copper bronze and aluminium. Only use flat bottomed cookware made of iron or steel with diameter between 14.5 to 16 cm and bottom thickness over 1.5mm|8 Stage power setting with push button control and LED display|Tested in an international lab with international quality standards for safety and performance reliability; ; Packaging tested by Amazon's international packaging ISTA-6A standards to ensure product reaches you safely|Comes loaded with 6 preset Indian options and timer for up to 3 hours|Comes with BIS certified plug and cable for extra reliability|Comes with enhanced safety features like ""Auto Standby"" in case no pan is kept residual heat indicator and fan for auto cooling (fan continues working to cool down residual heat even after operation is stopped)",https://m.media-amazon.com/images/I/4153SQc2VYL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Induction-Cooktop-1600-Watt/dp/B07YCBSCYB/ref=sr_1_247?qid=1672923605&s=kitchen&sr=1-247
B098T9CJVQ,Sui Generis Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk Milk Frother Electric Coffee Beater Egg Beater Latte Maker Mini Hand Blender Cappuccino Maker (Multicolor),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,210,699,70%,3.7,74,Multifunctional :- This portable espresso maker can be used to make a variety of drinks like latte cappuccino hot chocolate Matchaetc.Not only that but it also can be used for making protein shakescocktails and beating eggs.|Quick and easy:- It is absolutely easy to operate this chargeable coffee beater electric makes your drink creamy and foamy in just a matter of a few seconds. The quality of your lather may depend on the kind of milk you’ve chosen. A low-fat milk wouldn’t create much of lather than a full fat milk would create. Therefore to get the best results you are highly recommended for the usage of full fat milk.|Safe and healthy: The material used to manufacture the “blending head” and whisk of the machine is made out of good quality Food grade stainless steel which promises safe blending and longer durability.Built with a simple yet stylish body design makes the cleaning job a little more easier and faster for you. The method is simple. Once done with the blending this butter milk mixer can be washed away easily with warm water and left away to dry.|Handy and portable:- Builtwith good quality ABS plastic material the handle gives you a good grip. This beater is handheld and portable from one place to another.|Long durability:- Present with the automatic shut down feature when over heated this beater promises a longer durability.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/21UJ6oKwnoL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Sui-Generis-Frother-Electric-Blender/dp/B098T9CJVQ/ref=sr_1_248?qid=1672923605&s=kitchen&sr=1-248
B01KCSGBU2,Philips Air Purifier Ac2887/20Vitashield Intelligent PurificationLong Hepa Filter Life Upto 17000 HoursRemoves 99.9% Airborne Viruses & Bacteria99.97% Airborne PollutantsIdeal For Master Bedroom,Home&Kitchen|HeatingCooling&AirQuality|AirPurifiers|HEPAAirPurifiers,14499,23559,38%,4.3,2026,Philips is the No.1 Brand in Air Purifiers in India (Source: Euromonitor International Limited; Consumer Appliances 2020ED)|VITASHIELD INTELLIGENT PURIFICATION: Automatically senses air quality and removes 99.97% airborne pollutants as small as 0.003 microns 800 times smaller than PM 2.5|FAST PURIFICATON: Purifies a standard room in just 10 minutes with a CADR of 333 m3/hour (Standard room size is 18 ft by 12 ft with an 8 ft ceiling height)|IDEAL FOR MASTER BEDROOM: Air Purifier is recommended for an area 269-409 sq ft|WARRANTY: Comes with 2 years worldwide warranty & free home service*.|AIRMID CERTIFICATION: Removes 99.9% bacteria and viruses tested to remove airborne H1N1 virus|ECARF CERTIFICATION: Removes 99.99% pollen and house dust mites Allergy friendly quality tested by ECARF,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/317ja9m3iHL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Philips-AeraSense-AC2887-20-Purifier/dp/B01KCSGBU2/ref=sr_1_249?qid=1672923605&s=kitchen&sr=1-249
B095XCRDQW,Esquire Laundry Basket Brown 50 Ltr Capacity(Plastic),Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,950,1599,41%,4.3,5911,Crafted with care|It is designed keeping your choice and requirement in mind|Hassle-free usage,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41svI04SS1L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Esquire-Elite-Laundry-Basket-Colour/dp/B095XCRDQW/ref=sr_1_250?qid=1672923605&s=kitchen&sr=1-250
B09CTWFV5W,PHILIPS Air Fryer HD9200/90 uses up to 90% less fat 1400W 4.1 Liter with Rapid Air Technology (Black) Large,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DeepFatFryers|AirFryers,7199,9995,28%,4.4,1964,Philips Airfryer HD9200/90 (Large 4.1 L) lets you cook great tasting food with up to 90% less fat*|Patented Rapid Air technology with unique starfish design pan ensures evenly fried results without flipping the food.|Fry. Bake. Grill. Roast. And even reheat!|60 minutes timer with auto off. Wide temperature control from 80°C to 200 °C.|Extra-long 1.8 m cord length for easy placement in your kitchen.|Dishwasher-safe and Easy-to-Clean.|Not just fries now make aloo tikkis roast chicken grilled vegetables chocolate cakes muffins and many more dishes.,https://m.media-amazon.com/images/I/31rniMTmdkL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/PHILIPS-Fryer-HD9200-90-Technology/dp/B09CTWFV5W/ref=sr_1_251?qid=1672923605&s=kitchen&sr=1-251
B0B7NWGXS6,Havells Bero Quartz Heater Black 800w 2 Heat Settings 2 Year Product Warranty,Home&Kitchen|HeatingCooling&AirQuality|RoomHeaters|ElectricHeaters,2439,2545,4%,4.1,25,Two quartz heating tubes|Carry Handle For Easy Portability|front grill for safety|power settings-400w/800w|safety tip over switch|rust free stainless steel reflector,https://m.media-amazon.com/images/I/41EQwIB-rKL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Havells-Quartz-Settings-Product-Warranty/dp/B0B7NWGXS6/ref=sr_1_252?qid=1672923605&s=kitchen&sr=1-252
B07DZ986Q2,Philips EasyTouch Plus Standing Garment Steamer GC523/60 - 1600 Watt 5 Steam Settings Up to 32 g/min steam with Double Pole,Home&Kitchen|Kitchen&HomeAppliances|VacuumCleaning&Ironing|IronsSteamers&Accessories|Irons|SteamIrons,7799,8995,13%,4,3160,Philips EasyTouch Plus 523/60 Standing Garment Steamer for easy crease removal from your special-occasion and difficult-to-iron garments|Helps to kill bacteria easily de-wrinkles even intricately designed ethnic or formal-wear through its powerful 1600W wattage and continuous steam delivery of up to 32g/min|Ideal for use on many fabrics like heavily embroidered garments versatile designer wear occasion-wear heavily layered or pleated attires and also men’s jackets or kurtas|Steam settings help in crease removal from even thicker garments|Protect your cherished outfits as it guarantees no-burns due to its steam mechanism quick and ready for use in <1 min|Comfortably hang garments like gowns lehengas and kurta with its adjustable doubles poles that allow better stability and various height settings GC523 comes with support mat for extra crisp results|Care for your clothes season after season with easy de-calc feature of the large 1600ml transparent water tank which prolongs the steamer’s lifetime,https://m.media-amazon.com/images/I/318JzFxYqtL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Philips-Garment-Steamer-GC523-60/dp/B07DZ986Q2/ref=sr_1_253?qid=1672923605&s=kitchen&sr=1-253
B07KKJPTWB,Brayden Chopro Electric Vegetable Chopper for Kitchen with 500 ML Capacity 400 Watts Copper Motor and 4 Bi-Level SS Blades (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1599,1999,20%,4.4,1558,FLAWLESS PROCESS: Chops meat carrot ginger tomato onion Bell pepper garlic chilies herbs coconut slices fruits nuts bread and Ice cubes. Also make puree juices mashes smoothies salads and more with Chopro.|TOUCH TO TREND: Enjoy slicing! With Brayden Chopro; No need of searching lever or button easy Top Press completes chopping drastically. Gives different textures for your cooking serves to dine.|ULTIMATE POWER: Feels smooth functioning with Pepped up 400W motor runs faster and pulverizes the ingredients within a second. Encircled with safety copper doesn’t generate much heat.|DUAL BLADE TECHNOLOGY: Bi-level AERO4 blades have sharp edges that cleave down chunky pieces like a nice one. Makes your work simple and spends lesser time in your kitchen area.|ENLARGE CAPACITY: Brayden’s 500ML high standard BPA-free chopping bowl holds chunky pieces transparent appearance peeks us a clear vision of chopping veggies/fruits; perfect for a whole family.|RATED WATTAGE : Brayden Chopro has a rated wattage of 200W-400W the peak performance comes into action depending on the load capacity. Lower the content higher the wattage and higher the content lower the wattage.,https://m.media-amazon.com/images/I/31GXpZTtghL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Brayden-Plastic-Express-Bi-Level-Stainless/dp/B07KKJPTWB/ref=sr_1_254?qid=1672923605&s=kitchen&sr=1-254
B071R3LHFM,Wonderchef Nutri-blend Mixer Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 3 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,2899,5500,47%,3.8,8958,Performance with Style:India's favourite Mixer-Grinder-Blender Nutri - blend is the perfect combination of superior performance and superb styling that adds beauty to your kitchen|Powerful Motor:The compact yet powerful machine grinds the toughest of chutneys and masalas and ensures nutrition extraction from all fruits and veggies thanks to its incredibly high speed of 22000 RPM which is almost twice that of normal mixer-grinders|Hands-Free operation:Best thing is you don’t need to keep your hand on the lid during operation for the fear of it flying off. This is because Nutri - blend has the unique inverted design that has the lid screwed safely at the bottom with zero chance of the food spattering out|Trademark Design:The attractive trademark flower design stands apart and is a symbol of health and quality. It’s a reflection of your refined taste in the kitchen|2 YEARS WARRANTY & AFTER SALES SERVICE: Reliable Wonderchef warranty with the best after sales service in over 12000 pin codes across India.,https://m.media-amazon.com/images/I/51i84+E-LgL._SY300_SX300_.jpg,https://www.amazon.in/Wonderchef-Nutri-Blend-63152293-400-Watt-Grinder/dp/B071R3LHFM/ref=sr_1_255?qid=1672923605&s=kitchen&sr=1-255
B086X18Q71,Usha Janome Dream Stitch Automatic Zig-Zag Electric Sewing Machine with 14 Stitch Function (White and Blue) with Free Sewing KIT Worth RS 500,Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines,9799,12150,19%,4.3,13251,Free Sewing Kit Worth 500/- (contains 18 N Thread Spools 12 N Buttons 1 N Scissor 5 N Needles and 1 N Measuring Tape)|Automatic zig-zag sewing machine with compact free arm. Pressure Adjustor : No|Thread Tension Control: Manual ; Stitch Pattern Selector: Dial Type|7 built-in stitches & 14 Stitch function including 4-step button holing; Seven applications including lace fixing quilting smocking and rolled hemming|Auto tripping bobbin system; drop feed for embroidery; manual needle threading; sewing light|Sewing speed: 550SPM (Stitches Per Minute); Stitch length control; Triple strength stitch|Warranty: 2 years manufacturers warranty,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/417iICYt3IL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Usha-Janome-Dream-Stitch-Automatic/dp/B086X18Q71/ref=sr_1_259?qid=1672923605&s=kitchen&sr=1-259
B07WVQG8WZ,Black+Decker Handheld Portable Garment Steamer 1500 Watts with Anti Calc (Violet),Home&Kitchen|Kitchen&HomeAppliances|VacuumCleaning&Ironing|IronsSteamers&Accessories|Irons|SteamIrons,3299,4995,34%,3.8,1393,On/Off and adjustable steam setting options for different fabrics|Lockable steam button for ease of use|21gm/min continuous steam output|Anti Calc for longer Product life|Large 260ml detachable water tank for longer use|Universal Bottle Adapter for ease of portability and travel|Warranty: 2 years warranty by the manufacturer,https://m.media-amazon.com/images/I/41CsMm+ZCgL._SY300_SX300_.jpg,https://www.amazon.in/BXGS1501IN-Handheld-Portable-Garment-Steamer/dp/B07WVQG8WZ/ref=sr_1_260?qid=1672923605&s=kitchen&sr=1-260
B0BFBNXS94,Personal Size Blender Portable Blender Battery Powered USB Blender with Four Blades Mini Blender Travel Bottle for Juice Shakes and Smoothies (Pink),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,669,1499,55%,2.3,13,✔【Easy to carry around】- This handheld blender is equipped with a travel cover for easy carrying. You can drink nutritious juices milkshakes or smoothies wherever you want such as home office gym travel or any other outdoor activities. In addition it can be taken on the plane.|✔【Portable design】: The unique design can separate the base and the cup body. The USB juicer cup is equipped with 1400mAh rechargeable high-quality batteries that can be recharged in a variety of ways like charging by power bank AC Adapter and charging time is 3-5 hours; fully charged can produce 15-20 cups of juice.|✔【food grade material】- The portable blender is made by high-quality ABS and silicone food-grade material. It has unique safety design including Silicone bottom non-slip and shock absorption.This portable juicer is also a suitable gift for juice and travel enthusiasts.|✔【4 Blade design】- The portable blender for milkshakes and smoothies has a powerful motor base and 4 food-grade stainless steel 3D blades.The SUS304 Stainless Stell of cutter head made with food-grade electrolysis technology is durable and has excellent mixing ability allowing the pulp to be quickl|✔【One button blending/cleaning】: simple button touch. 350ml capacity when cleaning just put an appropriate amount of water in the cup and press the button to automatically clean. This can save you a lot of trouble.,https://m.media-amazon.com/images/I/417TQs3uroL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Personal-Blender-Portable-Battery-Smoothies/dp/B0BFBNXS94/ref=sr_1_261_mod_primary_new?qid=1672923605&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-261
B071113J7M,Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,5890,7506,22%,4.5,7241,Centrifugal Juicer|1 Year Warranty|Most powerful 900 watts motor with double ball bearings for efficiency low maintenance and trouble free running for years|Juicer with unique honeycomb filter mesh for finer juice with higher yield|22000 rpm operation- retains original flavor and aroma of juices and food|90 mins. continuous running- suitable for longer usage|Transparent and unbreakable mixer jar,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/413KQ6Ch61L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Sujata-Powermatic-Watts-Juicer-Grinder/dp/B071113J7M/ref=sr_1_262?qid=1672923605&s=kitchen&sr=1-262
